gene_id	TCGA-BH-A0AY-01A-21R-A00Z-07	gene_id	TCGA-BH-A0AY-11A-23R-A089-07
TPPP	64.7545	TPPP	509.1304
TPRA1	638.8527	TPRA1	594.7826
TPRG1L	1213.8201	TPRG1L	1827.3913
TPRG1	20.8605	TPRG1	345.2174
TPRKB	139.07	TPRKB	349.5652
TPRN	1146.0235	TPRN	233.0435
TPR	2657.6054	TPR	3451.9217
TPSAB1	2058.2355	TPSAB1	170.8696
TPSB2	5246.8492	TPSB2	396.9565
TPSD1	212.5163	TPSD1	9.1304
TPSG1	14.033	TPSG1	14.7826
TPST1	333.7679	TPST1	343.0435
TPST2	639.7219	TPST2	705.2174
TPT1	50219.0352	TPT1	70441.7391
removed	removed	TPTE2P1	11.7391
TPX2	1356.8014	TPX2	78.6957
TRA2A	1237.2881	TRA2A	1172.6087
TRA2B	2121.6862	TRA2B	2524.7826
TRABD	438.505	TRABD	373.4783
removed	removed	TRADD	333.913
TRAF1	191.6558	TRAF1	178.2609
TRAF2	733.5941	TRAF2	316.5217
TRAF3IP1	444.5893	TRAF3IP1	611.3043
TRAF3IP2	935.2455	TRAF3IP2	1010
TRAF3IP3	115.6019	TRAF3IP3	70
TRAF3	176.445	TRAF3	171.3043
TRAF4	813.9939	TRAF4	773.0435
TRAF5	346.3711	TRAF5	620.4348
TRAF6	149.5002	TRAF6	218.6957
TRAF7	3277.8401	TRAF7	1158.5565
TRAFD1	1303.3464	TRAFD1	1020.8696
TRAIP	54.7588	TRAIP	62.1739
TRAK1	999.5654	TRAK1	1869.1304
TRAK2	1274.2286	TRAK2	1593.913
TRAM1L1	99.9565	TRAM1L1	112.1739
TRAM1	5741.4168	TRAM1	4960.8696
TRAM2	1342.0252	TRAM2	1281.3043
TRANK1	471.0995	TRANK1	676.5217
TRAP1	2688.3877	TRAP1	1147.3391
TRAPPC10	916.558	TRAPPC10	1134.3478
TRAPPC1	903.9548	TRAPPC1	815.2174
TRAPPC2L	554.5415	TRAPPC2L	469.5652
TRAPPC2P1	106.8405	TRAPPC2P1	118.4957
TRAPPC2	217.7314	TRAPPC2	345.6522
TRAPPC3	1219.9044	TRAPPC3	1087.8261
TRAPPC4	1094.7414	TRAPPC4	784.3478
TRAPPC5	420.2521	TRAPPC5	283.4783
TRAPPC6A	518.9048	TRAPPC6A	286.9565
TRAPPC6B	478.053	TRAPPC6B	745.2174
TRAPPC9	1392.4381	TRAPPC9	510.4348
TRAT1	14.3416	TRAT1	12.1739
TRDMT1	46.0669	TRDMT1	133.4783
removed	removed	TRDN	51.3043
TREM1	25.2064	TREM1	8.2609
TREM2	709.6914	TREM2	160.4348
TREML2	6.9535	removed	removed
TRERF1	149.9348	TRERF1	283.913
TREX1	242.8031	TREX1	335.4391
TRHDE	5.5454	TRHDE	32.0522
removed	removed	TRH	32.1739
TRIAP1	732.7249	TRIAP1	452.1739
TRIB1	2394.611	TRIB1	2147.3913
TRIB2	1572.3598	TRIB2	1151.3043
TRIB3	492.3946	TRIB3	363.913
TRIL	1426.771	TRIL	824.7826
TRIM11	704.0417	TRIM11	366.087
TRIM13	601.8688	TRIM13	697.687
TRIM14	1165.1456	TRIM14	536.9565
TRIM16L	91.156	TRIM16L	188.7391
TRIM16	379.8349	TRIM16	646.9565
TRIM17	35.2021	TRIM17	40
TRIM21	368.5354	TRIM21	411.7391
TRIM22	708.8223	TRIM22	1670.4348
TRIM23	269.0135	TRIM23	471.3043
removed	removed	TRIM24	615.2174
TRIM25	1373.7505	TRIM25	812.6087
TRIM26	1624.5111	TRIM26	1352.6087
TRIM27	1328.9874	TRIM27	1175.6522
TRIM28	5597.5663	TRIM28	3123.0435
TRIM29	9.9957	TRIM29	4190
TRIM2	257.714	TRIM2	1621.3043
removed	removed	TRIM31	5.2174
TRIM32	593.6549	TRIM32	521.7391
TRIM33	1039.1134	TRIM33	1275.6522
TRIM34	106.3581	TRIM34	276.9565
TRIM35	267.7097	TRIM35	517.8261
TRIM36	58.6701	TRIM36	37.8261
TRIM37	782.8292	TRIM37	666.6696
TRIM38	202.5206	TRIM38	518.2609
TRIM39	447.0578	TRIM39	506.2696
TRIM3	664.9283	TRIM3	213.0435
TRIM41	505.6063	TRIM41	575.2696
TRIM44	1417.6445	TRIM44	1253.0435
TRIM45	104.3025	TRIM45	204.3478
TRIM46	66.0582	TRIM46	17.3913
TRIM47	1287.701	TRIM47	740.8696
TRIM4	678.8353	TRIM4	1009.1304
TRIM52	73.0117	TRIM52	188.6957
TRIM56	267.7097	TRIM56	349.5652
TRIM58	428.0487	TRIM58	34.2304
TRIM59	221.4863	TRIM59	46.9652
TRIM5	141.2429	TRIM5	543.5696
TRIM6-TRIM34	10.9909	removed	removed
TRIM62	363.3203	TRIM62	162.1739
TRIM63	13.0378	removed	removed
TRIM65	750.1086	TRIM65	395.6522
TRIM66	223.8157	TRIM66	450.8696
removed	removed	TRIM67	6.5217
TRIM68	84.7458	TRIM68	359.5652
TRIM69	39.548	TRIM69	28.4087
TRIM6	47.7966	TRIM6	273.4783
removed	removed	TRIM78P	5.1261
TRIM7	6.5189	TRIM7	61.7391
TRIM8	2315.0804	TRIM8	2456.9565
TRIM9	16.9492	TRIM9	120.4348
TRIOBP	1014.3416	TRIOBP	1779.7652
TRIO	1136.4624	TRIO	2300
TRIP10	618.8614	TRIP10	1055.2174
TRIP11	1000	TRIP11	1030
TRIP12	3677.9661	TRIP12	3398.2609
TRIP13	225.9887	TRIP13	56.9565
TRIP4	521.5124	TRIP4	595.2174
TRIP6	1387.6575	TRIP6	1004.3478
TRIT1	326.8144	TRIT1	293.0435
TRMT112	2084.3112	TRMT112	1336.087
TRMT11	161.2342	TRMT11	230.8696
TRMT12	1337.6793	TRMT12	367.3913
TRMT1	279.0091	TRMT1	357.8261
TRMT2A	391.1343	TRMT2A	446.9565
TRMT2B	480.6606	TRMT2B	310.4348
TRMT5	368.5354	TRMT5	486.5217
TRMT61A	352.89	TRMT61A	267.3913
TRMT61B	146.8927	TRMT61B	277.5609
TRMT6	254.2373	TRMT6	383.4783
TRMU	166.0148	TRMU	181.7391
TRNAU1AP	317.2534	TRNAU1AP	370.4348
TRNP1	169.9261	TRNP1	246.087
TRNT1	238.9135	TRNT1	299.0739
TROAP	132.1165	TROAP	17.3913
TROVE2	1007.7532	TROVE2	1256.4565
TRO	95.6106	TRO	250.4348
TRPA1	13.4724	TRPA1	5.2478
TRPC1	74.3155	TRPC1	275.6522
removed	removed	TRPC3	8.6957
TRPC4AP	2140.8083	TRPC4AP	1714.7826
TRPC4	10.8648	TRPC4	8.6957
TRPC6	69.535	TRPC6	216.5217
TRPM2	234.246	TRPM2	112.6087
removed	removed	TRPM3	16.9565
TRPM4	1063.0161	TRPM4	743.913
TRPM6	6.0843	TRPM6	94.3478
TRPM7	405.0413	TRPM7	1064.3478
TRPS1	20926.9883	TRPS1	6363.913
TRPT1	594.0895	TRPT1	253.913
TRPV1	102.1295	TRPV1	191.7391
TRPV2	343.329	TRPV2	212.6087
TRPV4	48.2399	TRPV4	162.6087
TRPV6	101.6949	TRPV6	120.4348
TRRAP	1400.3042	TRRAP	1633.9696
TRUB1	590.1782	TRUB1	538.6957
TRUB2	1139.5046	TRUB2	515.6522
TSC1	553.2377	TSC1	907.3913
TSC22D1	3282.9205	TSC22D1	7630
TSC22D2	440.2434	TSC22D2	757.8261
TSC22D3	6040.8518	TSC22D3	10816.5217
TSC22D4	1168.1877	TSC22D4	779.1304
TSC2	1902.2164	TSC2	1349.1304
TSEN15	642.3294	TSEN15	452.1739
TSEN2	145.1543	TSEN2	177.8261
TSEN34	1123.8592	TSEN34	616.5217
TSEN54	507.6054	TSEN54	230
TSFM	577.575	TSFM	463.4783
TSG101	1626.6841	TSG101	1250.8696
TSGA10	46.0669	TSGA10	78.6957
TSGA14	229.9	TSGA14	245.6522
TSHR	5.2151	TSHR	13.0435
TSHZ1	496.306	TSHZ1	1232.6087
TSHZ2	99.0874	TSHZ2	515.6522
TSHZ3	424.1634	TSHZ3	582.6087
TSIX	49.4003	TSIX	44.7435
TSKU	826.5971	TSKU	1852.1739
removed	removed	TSLP	80.8696
TSNARE1	255.1065	TSNARE1	202.1739
TSNAXIP1	18.2529	TSNAXIP1	32.6087
TSNAX	994.3503	TSNAX	1257.987
TSN	2181.2256	TSN	1937.8261
TSPAN10	56.4972	TSPAN10	16.5217
TSPAN11	70.8388	TSPAN11	195.6522
TSPAN12	125.5976	TSPAN12	555.6522
TSPAN13	4624.9457	TSPAN13	3665.2174
TSPAN14	2372.8814	TSPAN14	2916.9565
TSPAN15	4579.7479	TSPAN15	1464.7826
TSPAN17	760.1043	TSPAN17	492.1739
TSPAN18	551.4993	TSPAN18	857.8261
TSPAN1	847.8922	TSPAN1	750.8696
TSPAN2	173.8375	TSPAN2	355.2174
TSPAN31	635.3759	TSPAN31	1381.3043
TSPAN32	7.8227	TSPAN32	10.8696
TSPAN33	135.5932	TSPAN33	163.913
TSPAN3	3243.3724	TSPAN3	5347.8261
TSPAN4	984.7892	TSPAN4	1110
TSPAN5	32.1599	TSPAN5	122.6087
TSPAN6	874.837	TSPAN6	1678.2609
TSPAN7	512.3859	TSPAN7	1953.0435
removed	removed	TSPAN8	29.1304
TSPAN9	1954.3677	TSPAN9	1840.4348
TSPO	1634.5067	TSPO	1020
TSPYL1	2238.2877	TSPYL1	2842.3217
TSPYL2	273.794	TSPYL2	1014.7826
TSPYL3	29.1178	TSPYL3	50.8696
TSPYL4	903.0856	TSPYL4	1073.0435
TSPYL5	253.3681	TSPYL5	889.5652
TSR1	1036.7014	TSR1	1115.9826
TSR2	1181.6601	TSR2	1038.2609
TSSC1	470.2303	TSSC1	282.1739
TSSC4	386.7884	TSSC4	439.1304
removed	removed	TSSK3	20
removed	removed	TSSK4	14.3478
TSSK6	13.4724	TSSK6	20.4348
TSTA3	7006.9535	TSTA3	554.7826
TSTD1	1306.3755	TSTD1	759.1304
TSTD2	550.465	TSTD2	634.2652
TST	308.5615	TST	472.1739
TTBK1	6.0843	removed	removed
TTBK2	65.6236	TTBK2	162.1739
TTC12	533.681	TTC12	361.3043
TTC13	196.0017	TTC13	311.7391
TTC14	290.3086	TTC14	677.8261
TTC15	634.9413	TTC15	725.2174
TTC16	13.4724	TTC16	5.6522
TTC17	1000	TTC17	1552.6087
TTC18	28.7353	TTC18	126.1087
TTC19	895.7888	TTC19	1487.4348
TTC1	1058.2355	TTC1	972.6087
TTC21A	26.9448	TTC21A	86.087
TTC21B	303.3464	TTC21B	537.3913
removed	removed	TTC22	41.3043
TTC23L	29.1178	TTC23L	9.5652
TTC23	158.1921	TTC23	507.3913
TTC25	25.2064	TTC25	52.1739
TTC26	188.6136	TTC26	86.5217
TTC27	357.6706	TTC27	566.9565
TTC28	563.2638	TTC28	1403.2565
TTC30A	398.5224	TTC30A	386.5217
TTC30B	247.7184	TTC30B	267.3913
TTC31	441.9817	TTC31	406.5217
TTC32	39.548	TTC32	119.5652
TTC33	173.4029	TTC33	533.0435
TTC35	1228.1617	TTC35	809.1304
TTC36	141.2429	TTC36	43.0435
TTC37	1102.9987	TTC37	1796.087
TTC38	355.9322	TTC38	679.1304
TTC39A	3257.2794	TTC39A	1345.6522
TTC39B	205.9974	TTC39B	123.913
TTC39C	397.2186	TTC39C	461.7391
TTC3	5226.4233	TTC3	5702.6087
TTC4	545.415	TTC4	650.8696
TTC5	108.2138	TTC5	232.6087
TTC7A	499.7827	TTC7A	890
TTC7B	302.0426	TTC7B	535.2174
TTC8	388.9613	TTC8	583.0435
TTC9C	415.4715	TTC9C	219.5652
TTC9	1185.1369	TTC9	453.913
TTF1	298.5658	TTF1	460.8696
TTF2	188.6136	TTF2	263.913
TTK	133.8548	TTK	27.8261
TTLL10	6.9535	TTLL10	7.8261
TTLL11	54.3242	TTLL11	70.4348
TTLL12	898.3051	TTLL12	615.2174
TTLL1	226.8579	TTLL1	217.3913
TTLL3	209.8653	TTLL3	703.5696
TTLL4	187.3099	TTLL4	334.7826
TTLL5	545.8496	TTLL5	603.913
TTLL7	74.7501	TTLL7	95.6522
TTLL9	9.1265	TTLL9	11.3043
TTL	685.7888	TTL	573.4783
TTN	77.9922	TTN	175.7435
TTPAL	465.4498	TTPAL	454.7826
TTPA	10.4302	TTPA	10
TTYH1	7.3881	TTYH1	272.6087
TTYH2	120.6475	TTYH2	207.4957
TTYH3	5428.5093	TTYH3	536.9565
TUBA1A	7575.8801	TUBA1A	6951.6957
TUBA1B	16359.5437	TUBA1B	10138.6609
TUBA1C	5464.5806	TUBA1C	1149.1304
TUBA3D	62.1469	removed	removed
TUBA3E	10.4302	removed	removed
TUBA4A	815.7323	TUBA4A	591.7391
TUBA8	41.721	TUBA8	44.3478
removed	removed	TUBAL3	18.2609
TUBB1	53.0204	TUBB1	13.0435
TUBB2A	1248.153	TUBB2A	1386.5217
removed	removed	TUBB2B	300
TUBB2C	6402.4294	TUBB2C	3001.7391
TUBB3	923.9461	TUBB3	114.7652
removed	removed	TUBB4Q	7.3913
TUBB4	49.5437	TUBB4	50.4348
TUBB6	1305.0891	TUBB6	2698.7478
TUBB8	32.5945	TUBB8	6.9565
TUBBP5	39.548	TUBBP5	30.4348
TUBB	28784.4415	TUBB	10729.5652
TUBD1	119.0787	TUBD1	227.8261
TUBE1	134.2894	TUBE1	292.6087
TUBG1	812.6901	TUBG1	452.1739
TUBG2	199.0439	TUBG2	510
TUBGCP2	1887.4402	TUBGCP2	1200.0739
TUBGCP3	279.8783	TUBGCP3	589.5652
TUBGCP4	155.1499	TUBGCP4	276.087
TUBGCP5	173.4029	TUBGCP5	446.9565
TUBGCP6	358.9744	TUBGCP6	866.9565
TUB	104.3025	TUB	499.1304
TUFM	5847.4576	TUFM	2851.3043
TUFT1	1679.2699	TUFT1	532.1739
TUG1	3706.2147	TUG1	4312.1739
TULP1	6.0843	removed	removed
TULP3	555.4107	TULP3	767.3913
TULP4	1694.4807	TULP4	666.087
TUSC1	572.3598	TUSC1	316.087
TUSC2	596.6971	TUSC2	504.7826
TUSC3	419.3829	TUSC3	912.6087
TUSC5	478.9222	TUSC5	4603.4783
TUT1	531.9426	TUT1	600
TWF1	1825.7279	TWF1	1962.1739
TWF2	1618.1834	TWF2	758.9087
TWIST1	318.5571	TWIST1	353.0435
TWIST2	33.0291	TWIST2	85.6522
TWISTNB	651.4559	TWISTNB	580.8696
TWSG1	822.6858	TWSG1	1336.9565
removed	removed	TXK	9.1304
TXLNA	1967.8401	TXLNA	1808.2609
TXLNB	44.3286	TXLNB	81.3043
TXLNG	179.9218	TXLNG	256.5217
TXN2	1590.1782	TXN2	1248.6957
TXNDC11	1274.6632	TXNDC11	1441.3043
TXNDC12	1561.0604	TXNDC12	1325.6522
TXNDC15	1039.1134	TXNDC15	1533.913
TXNDC16	170.3607	TXNDC16	425.6522
TXNDC17	1007.3359	TXNDC17	384.2348
TXNDC5	5577.9313	TXNDC5	8772.8565
removed	removed	TXNDC6	17.3913
TXNDC9	591.0474	TXNDC9	560
TXNIP	9333.3333	TXNIP	50673.4783
TXNL1	1647.5445	TXNL1	1152.6087
TXNL4A	959.1482	TXNL4A	553.0435
TXNL4B	152.977	TXNL4B	229.5652
TXNRD1	1954.3677	TXNRD1	1786.5217
TXNRD2	505.4324	TXNRD2	310.8696
TXNRD3IT1	215.1239	TXNRD3IT1	239.1304
TXN	3137.7662	TXN	1720.8696
TYK2	852.6728	TYK2	763.913
TYMP	1620.1651	TYMP	504.3478
TYMS	372.9161	TYMS	183.3478
TYRO3	234.6806	TYRO3	696.9565
TYROBP	1682.312	TYROBP	452.1739
TYRP1	9.5611	removed	removed
TYSND1	457.1925	TYSND1	563.4783
TYW1B	56.0626	TYW1B	78.2609
TYW1	522.8162	TYW1	598.6957
TYW3	299.7784	TYW3	728.1565
U2AF1L4	93.5767	U2AF1L4	91.1304
U2AF1	1182.5293	U2AF1	1243.913
U2AF2	2251.1951	U2AF2	1904.7826
UACA	1803.1291	UACA	2469.5652
UAP1L1	525.4237	UAP1L1	227.8261
UAP1	1167.3186	UAP1	1549.1304
UBA1	11301.608	UBA1	5664.3478
UBA2	1703.1725	UBA2	2576.087
UBA3	986.5276	UBA3	1055.6522
UBA52	10469.7957	UBA52	7811.3043
UBA5	465.4498	UBA5	814.3565
UBA6	595.3933	UBA6	853.4783
UBA7	564.5372	UBA7	795.2174
UBAC1	740.9822	UBAC1	599.5652
UBAC2	1110.3651	UBAC2	1062.887
UBAP1	1723.1638	UBAP1	1750
UBAP2L	4268.5789	UBAP2L	2440.4348
UBAP2	1399.3916	UBAP2	720.4348
UBASH3A	16.08	UBASH3A	14.7826
UBASH3B	56.9318	UBASH3B	86.087
UBB	13523.2508	UBB	12564.7826
UBC	31121.2516	UBC	43967.8261
UBD	226.8579	UBD	216.9565
UBE2A	1530.2043	UBE2A	1204.7826
UBE2B	762.7119	UBE2B	1386.087
UBE2CBP	20.4259	UBE2CBP	36.5217
UBE2C	566.2755	UBE2C	17.3913
UBE2D1	431.9861	UBE2D1	372.6087
UBE2D2	1788.3529	UBE2D2	1591.7391
UBE2D3	4612.3425	UBE2D3	4876.5217
UBE2D4	313.4898	UBE2D4	385.3174
UBE2E1	1061.2777	UBE2E1	1410.8696
UBE2E2	322.0339	UBE2E2	502.6087
UBE2E3	321.1647	UBE2E3	1130
UBE2F	770.5346	UBE2F	454.7826
UBE2G1	960.0174	UBE2G1	1430.8696
UBE2G2	1166.0148	UBE2G2	1673.4783
UBE2H	1339.4176	UBE2H	1422.1739
UBE2I	3601.043	UBE2I	1661.3043
UBE2J1	2628.857	UBE2J1	2068.6957
UBE2J2	978.7049	UBE2J2	593.913
UBE2K	2638.4181	UBE2K	1814.3478
UBE2L3	2692.3077	UBE2L3	1676.9565
UBE2L6	3473.7071	UBE2L6	1282.1739
UBE2MP1	111.6906	UBE2MP1	47.3913
UBE2M	1101.6949	UBE2M	619.1304
UBE2NL	5.6497	UBE2NL	15.6522
UBE2N	2112.1252	UBE2N	1563.4783
UBE2O	909.1699	UBE2O	744.7826
UBE2Q1	2161.6688	UBE2Q1	1397.3913
UBE2Q2P1	9.9957	UBE2Q2P1	30
UBE2Q2	1149.0656	UBE2Q2	1115.2174
UBE2QL1	92.5684	UBE2QL1	55.6522
UBE2R2	2591.482	UBE2R2	1831.3043
UBE2S	287.2664	UBE2S	60.8696
UBE2T	493.6984	UBE2T	29.1304
UBE2V1	3659.7132	UBE2V1	2398.2609
UBE2V2	2000.8692	UBE2V2	727.3913
UBE2W	1390.6997	UBE2W	663.913
UBE2Z	2084.7458	UBE2Z	2284.3478
UBE3A	2192.525	UBE3A	2007.3913
UBE3B	1151.6732	UBE3B	1143.913
UBE3C	1762.7119	UBE3C	1900
UBE4A	1425.4672	UBE4A	1789.5652
UBE4B	1081.7036	UBE4B	1293.4783
UBFD1	2024.3372	UBFD1	1033.4783
UBIAD1	527.1621	UBIAD1	551.3043
UBL3	1330.7258	UBL3	1876.5217
UBL4A	1220.7736	UBL4A	787.8261
UBL5	1562.7988	UBL5	1200.8696
UBL7	678.4007	UBL7	603.0435
UBLCP1	334.6371	UBLCP1	836.087
UBN1	2318.9917	UBN1	1376.9565
UBN2	547.1534	UBN2	745.2174
UBOX5	241.8992	UBOX5	370.4348
UBP1	1677.9661	UBP1	2561.3043
UBQLN1	3352.0209	UBQLN1	3132.6087
UBQLN2	1162.1034	UBQLN2	1257.3913
UBQLN4	2220.7736	UBQLN4	974.7826
removed	removed	UBQLNL	8.6957
UBR1	765.754	UBR1	1059.1304
UBR2	739.6784	UBR2	1045.2174
UBR3	728.8136	UBR3	1603.0435
UBR4	3122.99	UBR4	3395.2174
UBR5	5544.9804	UBR5	3262.6087
UBR7	1829.6393	UBR7	1040
UBTD1	530.2043	UBTD1	233.4783
UBTD2	1227.7271	UBTD2	875.2174
UBTF	2444.5893	UBTF	2496.5217
UBXN10	115.1673	UBXN10	302.1739
UBXN11	279.8783	UBXN11	276.5217
UBXN1	1675.3585	UBXN1	1585.6522
UBXN2A	244.2416	UBXN2A	400.8696
UBXN2B	1642.764	UBXN2B	701.3043
UBXN4	2372.0122	UBXN4	3218.2609
UBXN6	1257.2794	UBXN6	1461.7391
UBXN7	243.3724	UBXN7	350
UBXN8	115.1673	UBXN8	182.6087
UCA1	11.2994	UCA1	8.2609
UCHL1	198.1747	UCHL1	420.8696
UCHL3	280.3129	UCHL3	300.4348
UCHL5	408.5876	UCHL5	398.7609
UCK1	522.8162	UCK1	616.087
UCK2	604.0852	UCK2	226.5217
UCKL1	305.9452	UCKL1	388.6826
UCN	8.2573	removed	removed
removed	removed	UCP1	6.9565
UCP2	3019.9913	UCP2	1016.5217
UCP3	16.08	UCP3	20.8696
UEVLD	313.342	UEVLD	335.6522
UFC1	2860.93	UFC1	1846.087
UFD1L	877.01	UFD1L	940.8696
UFM1	763.5811	UFM1	1737.8261
UFSP1	33.8983	UFSP1	15.2174
UFSP2	842.0426	UFSP2	956.7391
UGCG	293.3507	UGCG	450.4348
UGDH	1905.6932	UGDH	1534.3478
UGGT1	2015.2108	UGGT1	1531.7391
UGGT2	157.7575	UGGT2	500
UGP2	1857.4533	UGP2	5590
removed	removed	UGT1A10	6.3913
removed	removed	UGT1A6	69.0217
removed	removed	UGT1A7	35.8348
removed	removed	UGT1A8	6.2609
removed	removed	UGT1A9	6.4087
removed	removed	UGT2B11	79.5652
removed	removed	UGT2B15	17.3913
removed	removed	UGT2B28	5.6522
removed	removed	UGT2B4	36.087
removed	removed	UGT8	80.8696
UHMK1	372.4468	UHMK1	327.3913
UHRF1BP1L	561.495	UHRF1BP1L	621.7391
UHRF1BP1	676.6623	UHRF1BP1	631.3043
UHRF1	227.2751	UHRF1	26.5217
UHRF2	541.9383	UHRF2	1000.8696
UIMC1	346.3711	UIMC1	587.8261
ULBP1	13.4724	removed	removed
ULBP2	5.2151	ULBP2	5.6522
removed	removed	ULBP3	26.5217
ULK1	945.2412	ULK1	843.913
ULK2	414.1678	ULK2	680
ULK3	617.123	ULK3	366.9565
ULK4	41.721	ULK4	77.8261
UMOD	6.5189	removed	removed
UMPS	817.9053	UMPS	663.4783
UNC119B	639.7219	UNC119B	1036.087
UNC119	344.6328	UNC119	401.3043
UNC13A	7.8227	removed	removed
UNC13B	970.013	UNC13B	1271.7391
removed	removed	UNC13C	7.3913
UNC13D	380.704	UNC13D	107.3913
UNC45A	1597.1317	UNC45A	1744.3478
UNC45B	8.2573	UNC45B	8.6957
UNC50	428.5093	UNC50	624.7826
UNC5A	165.5802	UNC5A	24.7826
UNC5B	1979.1395	UNC5B	363.913
removed	removed	UNC5CL	23.913
UNC5C	108.2138	UNC5C	31.7391
UNC93B1	653.1943	UNC93B1	426.087
UNG	1085.1804	UNG	923.0435
UNKL	368.97	UNKL	414.0478
UNK	462.4076	UNK	758.2609
removed	removed	UPB1	6.5217
UPF1	2835.7236	UPF1	2385.2174
UPF2	1199.9131	UPF2	1362.6087
UPF3A	414.1678	UPF3A	704.3478
UPF3B	234.246	UPF3B	290.8696
removed	removed	UPK1B	51.7391
UPK2	6.9535	removed	removed
UPK3BL	30.904	UPK3BL	164.9696
UPP1	160.7997	UPP1	120.8696
UPRT	280.3129	UPRT	320.8696
UQCC	769.6654	UQCC	726.087
UQCR10	1437.2012	UQCR10	841.3043
UQCR11	1118.6441	UQCR11	867.3913
UQCRB	6877.01	UQCRB	3013.4783
UQCRC1	2688.3963	UQCRC1	2150
UQCRC2	4553.6723	UQCRC2	3787.3913
UQCRFS1	1461.1039	UQCRFS1	1541.3043
UQCRHL	568.4485	UQCRHL	402.1739
UQCRH	1597.5663	UQCRH	1230
UQCRQ	3395.4802	UQCRQ	1185.6522
URB1	816.4276	URB1	1134.0391
URB2	336.3755	URB2	290.4348
URGCP	1050.4129	URGCP	1002.6087
URM1	1424.598	URM1	823.0435
UROD	1176.445	UROD	1241.7391
UROS	803.1291	UROS	424.3478
USE1	202.086	USE1	221.7391
USF1	970.013	USF1	609.1304
USF2	1940.4607	USF2	1736.5217
USHBP1	46.5015	USHBP1	229.1304
USMG5	902.651	USMG5	667.3913
USO1	2236.4189	USO1	2360
USP10	1387.2229	USP10	1322.6087
USP11	988.7006	USP11	1566.5217
USP12	317.2534	USP12	381.3043
USP13	420.6867	USP13	676.087
USP14	1086.0495	USP14	1266.5217
USP15	827.9009	USP15	925.6522
USP16	792.2642	USP16	1120
USP18	528.4659	USP18	225.2174
USP19	1171.2299	USP19	1596.087
USP1	877.4446	USP1	1172.6087
USP20	709.2568	USP20	705.2174
USP21	613.2116	USP21	332.6087
USP22	3257.714	USP22	4634.3478
USP24	924.3807	USP24	1836.9565
USP25	665.7975	USP25	1426.5217
USP27X	125.163	USP27X	118.6957
USP28	474.5763	USP28	545.2174
USP2	46.5015	USP2	127.3913
USP30	358.1052	USP30	614.7826
USP31	490.6562	USP31	963.4783
USP32	765.754	USP32	994.3478
USP33	856.1495	USP33	2038.2609
USP34	1780.5302	USP34	3264.3478
USP35	152.5424	USP35	199.5652
USP36	904.3894	USP36	1217.3913
USP37	521.0778	USP37	578.2609
USP38	893.9591	USP38	744.3478
USP39	1403.3029	USP39	1034.3478
USP3	703.6071	USP3	439.513
USP40	750.5432	USP40	842.6087
USP42	462.8422	USP42	433.0435
USP43	95.6106	USP43	77.8261
removed	removed	USP44	37.3913
USP45	109.5176	USP45	164.7826
USP46	441.5472	USP46	453.4783
USP47	1439.8088	USP47	2508.2609
USP48	1218.6006	USP48	1373.0435
USP49	7.8227	USP49	12.1739
USP4	1353.3246	USP4	1533.4783
USP51	28.6832	USP51	60
USP53	761.8427	USP53	1547.3913
USP54	869.6219	USP54	1106.9565
USP5	2041.721	USP5	1412.6087
USP6NL	547.588	USP6NL	601.3043
USP6	16.5146	USP6	64.7826
USP7	4999.1308	USP7	2956.087
USP8	1086.0843	USP8	1300.7739
USP9X	4134.724	USP9X	3580
USPL1	519.774	USPL1	552.6087
UST	127.7705	UST	427.3913
UTP11L	620.5997	UTP11L	579.5652
UTP14A	531.9426	UTP14A	473.913
UTP14C	612.7771	UTP14C	1544.3478
UTP15	291.1777	UTP15	297.8261
UTP18	519.774	UTP18	640.8696
UTP20	531.0734	UTP20	757.3913
UTP23	497.6097	UTP23	437.3913
UTP3	706.2147	UTP3	736.5217
UTP6	653.1943	UTP6	713.913
UTRN	1307.6923	UTRN	6554.3478
removed	removed	UTS2D	6.5217
UVRAG	656.671	UVRAG	1246.5217
UXS1	420.2521	UXS1	623.4783
UXT	771.6906	UXT	898.1609
VAC14	804.4329	VAC14	790
VAMP1	195.1326	VAMP1	166.313
VAMP2	1617.9922	VAMP2	2978.2609
VAMP3	2002.173	VAMP3	3270.4348
VAMP4	278.5745	VAMP4	586.9565
VAMP5	608.4311	VAMP5	467.8261
VAMP7	999.1308	VAMP7	1119.1304
VAMP8	3616.2538	VAMP8	1366.087
VANGL1	799.6523	VANGL1	549.5652
VANGL2	73.0117	VANGL2	611.7391
VAPA	2840.5041	VAPA	3326.9565
VAPB	1382.4424	VAPB	908.2609
VARS2	829.2047	VARS2	476.2696
VARS	1927.8575	VARS	980.4348
VASH1	999.6306	VASH1	696.0913
VASH2	375.9235	VASH2	118.2609
VASN	694.4807	VASN	345.6522
VASP	1818.3399	VASP	1660.4348
VAT1L	47.3707	VAT1L	11.7391
VAT1	6090.8301	VAT1	6466.087
VAV1	188.1791	VAV1	151.3043
VAV2	1395.9148	VAV2	591.3043
VAV3	4534.5502	VAV3	1307.3913
VAX2	85.615	VAX2	17.8261
VBP1	743.1551	VBP1	790
VCAM1	1129.0743	VCAM1	710
VCAN	13163.8418	VCAN	2208.6957
VCL	3691.4385	VCL	5662.1739
VCPIP1	1239.0265	VCPIP1	822.6087
