gene_id	TCGA-GI-A2C8-01A-11R-A16F-07	gene_id	TCGA-GI-A2C8-11A-22R-A16F-07
RPL36A	84.0027	RPL36A	5.1706
RPL36	3620.8166	RPL36	3189.2451
RPL37A	7595.7162	RPL37A	20989.6587
RPL37	5185.4083	RPL37	8182.0062
RPL38	2319.2771	RPL38	7838.1593
RPL39L	155.9572	RPL39L	11.8925
RPL39	314.9264	RPL39	507.2389
removed	removed	RPL3L	16749.2244
RPL3	16992.9719	RPL3	5672.6991
RPL41	7861.7805	RPL41	12089.4519
RPL4	12643.2396	RPL4	28155.1189
RPL5	8960.8434	RPL5	11147.88
RPL6	3441.7671	RPL6	7428.1282
RPL7A	11217.5368	RPL7A	11061.0134
RPL7L1	930.0535	RPL7L1	1005.1706
RPL7	985.9438	RPL7	1301.9648
RPL8	12018.0723	RPL8	18455.5326
RPL9	550.8701	RPL9	1474.1468
RPLP0P2	95.0469	RPLP0P2	9.8242
RPLP0	9086.6801	RPLP0	16223.3713
RPLP1	12709.17	RPLP1	32659.2554
RPLP2	3918.34	RPLP2	7066.1841
RPN1	8064.257	RPN1	2519.6484
RPN2	9869.1399	RPN2	2905.243
RPP14	437.751	RPP14	1505.6877
RPP21	193.4404	RPP21	210.4447
RPP25	64.5917	RPP25	21.7166
RPP30	352.075	RPP30	599.2761
RPP38	188.079	RPP38	189.2451
RPP40	44.8461	RPP40	27.9214
RPPH1	248.3266	RPPH1	11.3754
RPRD1A	1031.7938	RPRD1A	2648.3971
RPRD1B	1076.6399	RPRD1B	1656.6701
RPRD2	1979.585	RPRD2	2569.2865
removed	removed	RPRML	8.7901
RPS10P7	92.3695	RPS10P7	10.3413
RPS10	2799.5315	RPS10	3711.9959
RPS11	11850.4016	RPS11	18661.8407
RPS12	7508.0321	RPS12	8831.4374
RPS13	3360.1071	RPS13	10023.2678
RPS14	9888.8889	RPS14	12163.3919
RPS15A	7258.7015	RPS15A	10350.5688
RPS15	2585.676	RPS15	3432.7818
RPS16	5186.747	RPS16	10805.0672
RPS17	7181.7269	RPS17	6979.3175
RPS18	11773.0924	RPS18	15003.6194
RPS19BP1	443.7751	RPS19BP1	721.303
RPS19	5432.0616	RPS19	5386.7632
RPS20	4899.5984	RPS20	12310.2378
RPS21	2555.5556	RPS21	4418.8211
RPS23	6678.7149	RPS23	15362.4612
RPS24	7874.8327	RPS24	15711.9959
RPS25	5068.2731	RPS25	11876.939
RPS26	379.1834	RPS26	706.8252
RPS27A	4355.7564	RPS27A	4608.0662
RPS27L	954.8193	RPS27L	920.3723
RPS27	796.8541	RPS27	763.1851
RPS28	174.3641	RPS28	334.0228
RPS29	3030.7898	RPS29	5950.879
RPS2	6917.6305	RPS2	9275.0776
RPS3A	2720.2142	RPS3A	4308.6867
RPS3	10380.1874	RPS3	9770.424
RPS4X	13454.8193	RPS4X	18376.939
RPS5	4954.1499	RPS5	8780.2482
RPS6KA1	516.7336	RPS6KA1	35.6774
RPS6KA2	809.5716	RPS6KA2	1565.667
RPS6KA3	1669.344	RPS6KA3	6670.1138
RPS6KA4	626.8407	RPS6KA4	436.9183
RPS6KA5	353.079	RPS6KA5	559.9793
removed	removed	RPS6KA6	8.7901
RPS6KB1	4514.3909	RPS6KB1	1511.3754
RPS6KB2	513.7216	RPS6KB2	664.4261
RPS6KC1	637.2155	RPS6KC1	829.3692
RPS6KL1	196.1178	RPS6KL1	247.6732
RPS6	13994.3106	RPS6	14784.3847
RPS7	2051.2048	RPS7	3674.7673
RPS8	8427.0415	RPS8	11820.5791
RPS9	6900.9371	RPS9	7093.0714
RPSAP58	2623.1593	RPSAP58	4028.9555
RPSAP9	14.7256	RPSAP9	8.7901
RPSA	2297.1888	RPSA	3354.7053
RPTOR	777.7778	RPTOR	1395.5533
RPUSD1	452.4766	RPUSD1	139.09
RPUSD2	172.0214	RPUSD2	206.3082
RPUSD3	213.1861	RPUSD3	849.5346
RPUSD4	325.9705	RPUSD4	3961.7373
RQCD1	284.1365	RQCD1	274.0434
RRAD	23.427	RRAD	7279.2141
RRAGA	1700.4685	RRAGA	3204.757
RRAGB	442.1017	RRAGB	418.8211
RRAGC	353.7483	RRAGC	275.5946
RRAGD	610.1071	RRAGD	5170.1138
RRAS2	103.4137	RRAS2	844.8811
RRAS	479.9197	RRAS	832.9886
RRBP1	4183.7349	RRBP1	997.4147
RREB1	1136.5462	RREB1	1116.3392
RRM1	951.4726	RRM1	2031.0238
RRM2B	3373.8286	RRM2B	3314.3744
RRM2	68.6078	RRM2	21.1996
RRN3P1	21.0843	RRN3P1	5.1706
RRN3P2	14.3909	RRN3P2	6.2048
RRN3P3	46.2952	RRN3P3	45.8532
RRN3	1639.8929	RRN3	1920.8893
RRP12	917.336	RRP12	1505.6877
RRP15	635.8768	RRP15	1298.3454
RRP1B	836.3454	RRP1B	793.6918
RRP1	255.6894	RRP1	249.7415
RRP7A	394.5783	RRP7A	324.1986
RRP7B	58.6881	RRP7B	17.2027
RRP8	141.5663	RRP8	164.9431
RRP9	186.0776	RRP9	251.8097
RRS1	982.2624	RRS1	432.7818
RSAD1	626.1714	RSAD1	1423.9917
RSAD2	497.6573	RSAD2	220.2689
RSBN1L	1133.4036	RSBN1L	465.1396
RSBN1	705.4886	RSBN1	748.7073
RSC1A1	297.7744	RSC1A1	845.3464
RSF1	845.7162	RSF1	864.5295
RSL1D1	4047.8581	RSL1D1	5490.6929
RSL24D1	2213.1861	RSL24D1	2372.2854
RSPH10B2	7.0281	removed	removed
RSPH1	126.1714	removed	removed
RSPH3	205.8233	RSPH3	69.8035
RSPH4A	10.7095	RSPH4A	7.2389
RSPH9	8.0321	removed	removed
RSPO1	71.2851	removed	removed
RSPO3	64.5917	RSPO3	1049.121
RSPRY1	488.6212	RSPRY1	323.6815
RSRC1	352.075	RSRC1	201.6546
RSRC2	1415.328	RSRC2	1691.3133
RSU1	1274.7657	RSU1	963.2885
RTCD1	641.9009	RTCD1	963.2885
RTEL1	424.7122	RTEL1	178.9866
RTF1	1663.6546	RTF1	3056.3599
RTKN2	29.1165	RTKN2	5.6877
RTKN	599.0629	RTKN	232.1613
RTN1	286.8139	RTN1	38.7797
RTN2	107.7644	RTN2	7233.1954
RTN3	6038.822	RTN3	2878.4902
RTN4IP1	259.3708	RTN4IP1	539.8139
RTN4RL1	671.0174	RTN4RL1	55.8428
RTN4RL2	255.6894	RTN4RL2	12.4095
RTN4R	46.1847	RTN4R	14.9948
RTN4	4820.6158	RTN4	27856.7735
RTP4	75.3012	RTP4	19.1313
RTTN	145.917	RTTN	228.5419
RUFY1	1427.3762	RUFY1	878.4902
RUFY2	352.4096	RUFY2	325.2327
RUFY3	542.1687	RUFY3	714.5812
RUFY4	26.4391	removed	removed
RUNDC1	612.7845	RUNDC1	525.8532
RUNDC2A	92.7041	RUNDC2A	75.4912
RUNDC2C	42.0817	RUNDC2C	7.5853
RUNDC3A	14.7256	removed	removed
RUNDC3B	30.7898	RUNDC3B	21.1996
RUNX1T1	65.5957	RUNX1T1	139.607
RUNX1	3559.9063	RUNX1	666.4943
RUNX2	612.4498	RUNX2	23.7849
RUNX3	240.9639	RUNX3	30.5067
RUSC1	521.419	RUSC1	356.7735
RUSC2	1225.9036	RUSC2	2387.7973
RUVBL1	863.591	RUVBL1	395.0259
RUVBL2	1043.1727	RUVBL2	1185.6256
RWDD1	907.2959	RWDD1	1637.0217
RWDD2A	152.2758	RWDD2A	113.7539
RWDD2B	230.2544	RWDD2B	1547.5698
RWDD3	119.8126	RWDD3	459.2606
RWDD4A	355.7564	RWDD4A	948.8108
RXRA	2860.1071	RXRA	4723.3713
RXRB	683.7349	RXRB	1097.7249
removed	removed	RXRG	1120.4757
RYBP	1407.9652	RYBP	614.2709
RYK	1075.9705	RYK	1095.1396
RYR1	93.0388	RYR1	109710.4447
RYR2	24.7657	removed	removed
removed	removed	RYR3	699.5863
S100A10	1303.5475	S100A10	1937.9524
S100A11	11733.6011	S100A11	775.5946
S100A13	2079.3173	S100A13	2206.8252
S100A14	1233.2664	removed	removed
S100A16	790.83	S100A16	972.5957
S100A1	437.4163	S100A1	18222.8542
S100A2	29.1165	S100A2	12.4095
S100A3	9.3708	S100A3	5.1706
S100A4	1416.332	S100A4	2385.7291
S100A6	5795.1807	S100A6	4698.0352
S100A7A	16003.012	removed	removed
S100A7	64807.2289	removed	removed
S100A8	1671.0174	S100A8	129.2658
S100A9	27583.668	S100A9	164.9431
S100B	11.0442	S100B	22.7508
S100PBP	546.1847	S100PBP	362.9783
S100P	33.1325	S100P	9.8242
S1PR1	652.6104	S1PR1	1125.1293
S1PR2	358.4337	S1PR2	48.6039
S1PR3	2158.2363	S1PR3	283.304
S1PR4	15.3949	S1PR4	10.3413
S1PR5	26.7738	removed	removed
SAA1	120.8166	SAA1	173.7332
SAA2	34.4712	SAA2	56.3599
removed	removed	SAA4	7.2389
SAAL1	112.4498	SAAL1	87.3837
SAC3D1	79.3173	SAC3D1	176.8356
SACM1L	877.1754	SACM1L	404.8604
SACS	341.0308	SACS	3880.0414
SAE1	1490.6292	SAE1	1260.5998
SAFB2	1219.5448	SAFB2	805.0672
SAFB	1261.7135	SAFB	1275.5946
SALL1	44.8461	removed	removed
SALL2	803.2129	SALL2	104.9638
SALL4	58.5676	removed	removed
SAMD10	148.2597	SAMD10	6.2048
SAMD11	140.3748	SAMD11	5.9876
SAMD12	633.5341	SAMD12	16.546
SAMD13	13.7216	SAMD13	76.0083
SAMD14	19.7456	SAMD14	26.3702
SAMD1	280.4552	SAMD1	255.4292
SAMD3	25.7697	removed	removed
SAMD4A	342.3695	SAMD4A	4150.9824
SAMD4B	1951.4726	SAMD4B	760.5998
SAMD5	44.8461	SAMD5	31.5408
SAMD8	174.6988	SAMD8	406.4116
SAMD9L	898.5944	SAMD9L	312.3061
SAMD9	1507.6975	SAMD9	218.7177
SAMHD1	1030.425	SAMHD1	806.3909
SAMM50	560.9103	SAMM50	3689.2451
SAMSN1	285.4752	SAMSN1	26.8873
SAP130	720.8835	SAP130	567.7353
SAP18	3212.5167	SAP18	4399.1727
SAP30BP	621.1513	SAP30BP	641.1582
SAP30L	1618.8086	SAP30L	1373.8366
SAP30	139.5582	SAP30	85.3154
SAPS1	2438.4203	SAPS1	1345.9152
SAPS2	987.6171	SAPS2	1753.878
SAPS3	2750.6693	SAPS3	2915.7187
SAR1A	2238.2865	SAR1A	2354.1882
SAR1B	1018.7416	SAR1B	2783.3506
SARDH	59.5716	SARDH	25.3361
SARM1	1413.3869	SARM1	167.3681
SARNP	457.1553	SARNP	1084.1468
SARS2	154.9531	SARS2	404.3433
SARS	2983.9357	SARS	2221.8201
SART1	891.5663	SART1	728.5419
SART3	853.4137	SART3	1107.0321
SASH1	1202.4766	SASH1	1473.6298
SASH3	471.2182	SASH3	31.5408
SASS6	118.4739	SASS6	100.3102
SAT1	20118.1392	SAT1	792.6577
SAT2	606.7604	SAT2	1028.4385
SATB1	311.245	SATB1	4892.9679
SATB2	79.6519	SATB2	77.0424
SATL1	36.4793	SATL1	103.9297
SAV1	1023.427	SAV1	874.3537
SBDSP1	637.5502	SBDSP1	471.5615
SBDS	2577.9786	SBDS	8298.3454
SBF1	1045.1807	SBF1	2918.8211
SBF2	1058.2999	SBF2	635.8428
SBK1	559.5716	SBK1	1680.455
SBNO1	523.7617	SBNO1	959.152
SBNO2	1786.4793	SBNO2	439.5036
SC4MOL	748.996	SC4MOL	193.8987
SC5DL	1044.5114	SC5DL	470.5274
SC65	668.0054	SC65	162.8749
SCAF1	1099.0629	SCAF1	1192.3475
SCAI	198.4605	SCAI	308.6867
SCAMP1	1580.656	SCAMP1	1072.3888
SCAMP2	2692.4364	SCAMP2	759.5657
SCAMP3	2130.1874	SCAMP3	1534.6432
SCAMP4	2161.6466	SCAMP4	405.3775
SCAMP5	415.328	SCAMP5	13.9607
SCAND1	427.3762	SCAND1	499.4829
SCAND2	305.8902	SCAND2	273.5264
SCAND3	18.0723	removed	removed
SCAPER	283.4672	SCAPER	693.8987
SCAP	1581.7001	SCAP	921.484
SCARA3	5088.6881	SCARA3	370.2172
SCARA5	13.0522	SCARA5	1600.8273
SCARB1	713.5207	SCARB1	476.7322
SCARB2	6662.3159	SCARB2	6000.5171
SCARF1	324.6319	SCARF1	236.8149
SCARF2	384.5382	SCARF2	94.6225
SCARNA10	14.3909	removed	removed
SCARNA2	8.3668	removed	removed
SCARNA5	17.7376	removed	removed
SCARNA6	7.6975	removed	removed
SCARNA7	14.3909	removed	removed
SCARNA9	15.7296	removed	removed
SCCPDH	1447.7912	SCCPDH	1710.9617
SCD5	149.9331	SCD5	52.7404
SCD	29795.8501	SCD	415.2017
SCFD1	994.9799	SCFD1	1036.1944
SCFD2	238.9558	SCFD2	374.3537
SCG2	123.8286	removed	removed
removed	removed	SCG3	10.8583
SCG5	101.7403	SCG5	6.2048
removed	removed	SCGB1D2	19.6484
SCGB2A1	14.0562	removed	removed
SCGB2A2	5.0201	removed	removed
SCHIP1	210.8434	SCHIP1	2964.8397
SCIN	1414.6653	SCIN	7.7559
SCLT1	127.1754	SCLT1	76.0083
SCLY	150.9371	SCLY	179.5398
SCMH1	623.8286	SCMH1	1746.6391
SCML1	56.8942	SCML1	254.9121
removed	removed	SCML2	36.7115
SCML4	11.3788	removed	removed
removed	removed	SCN11A	28.4385
SCN1B	167.6707	SCN1B	6061.5305
SCN2A	33.1325	removed	removed
SCN2B	39.1566	SCN2B	296.2771
SCN3A	12.3829	SCN3A	47.5698
SCN3B	15.3949	SCN3B	536.1944
SCN4A	61.5797	SCN4A	10900.2068
SCN4B	262.3829	SCN4B	770.424
removed	removed	SCN5A	159.2554
SCN7A	148.2597	SCN7A	551.1892
SCN8A	75.9705	SCN8A	5.1706
removed	removed	SCN9A	46.5357
SCNM1	376.8407	SCNM1	696.484
SCNN1A	4403.2798	removed	removed
SCNN1B	137.5502	SCNN1B	22.7508
SCNN1D	51.2048	SCNN1D	12.9266
SCNN1G	192.4364	removed	removed
SCO1	336.3454	SCO1	608.0662
SCO2	310.241	SCO2	240.4343
SCOC	1989.2905	SCOC	1240.9514
SCP2	1932.3963	SCP2	4619.4416
SCPEP1	1310.5756	SCPEP1	703.2058
SCRIB	710.5087	SCRIB	1646.3289
SCRN1	645.917	SCRN1	440.0207
SCRN2	345.7162	SCRN2	305.5843
SCRN3	418.6747	SCRN3	998.9659
SCT	6.6934	SCT	23.7849
SCUBE1	18.407	removed	removed
SCUBE2	2699.1299	SCUBE2	161.3237
SCUBE3	1010.7095	SCUBE3	16.546
removed	removed	SCXB	28.4385
SCYL1	1847.3996	SCYL1	2275.9049
SCYL2	937.0817	SCYL2	1144.2606
SCYL3	885.8133	SCYL3	364.8914
SDAD1	1025.7697	SDAD1	884.1779
SDC1	10792.838	removed	removed
SDC2	1610.4418	SDC2	1714.5812
SDC3	2865.7965	SDC3	446.7425
SDC4	7690.4284	SDC4	2614.2709
SDCBP2	647.0683	SDCBP2	22.7301
SDCBP	2668.0054	SDCBP	2760.5998
SDCCAG1	1018.7416	SDCCAG1	1423.4747
SDCCAG3	515.0602	SDCCAG3	273.5264
SDCCAG8	467.5368	SDCCAG8	440.5377
SDF2L1	234.9398	SDF2L1	61.5305
SDF2	1161.9813	SDF2	465.8738
SDF4	1941.4324	SDF4	1355.2223
SDHAF1	142.2356	SDHAF1	150.9824
SDHAF2	1277.4431	SDHAF2	683.0403
SDHAP1	236.2784	SDHAP1	126.6805
SDHAP2	181.7269	SDHAP2	192.3475
SDHAP3	72.2892	SDHAP3	115.3051
SDHA	2579.3173	SDHA	15331.4374
SDHB	1055.2209	SDHB	6685.6256
SDHC	2506.3588	SDHC	4745.605
SDHD	1845.0469	SDHD	7396.0703
SDK1	72.2892	SDK1	323.1644
SDK2	37.8179	SDK2	13.9607
SDPR	136.8809	SDPR	1909.514
SDR39U1	686.8641	SDR39U1	1520.2896
SDR42E1	274.7657	removed	removed
SDSL	211.8474	SDSL	21.1996
SDS	319.6118	removed	removed
SEC11A	1799.8661	SEC11A	2046.5357
SEC11C	783.4672	SEC11C	148.9142
SEC13	1468.8755	SEC13	1935.3671
SEC14L1	1453.1459	SEC14L1	3331.9545
SEC14L2	133.6178	SEC14L2	13.759
removed	removed	SEC14L5	444.1572
SEC16A	5131.1914	SEC16A	2154.6019
SEC16B	162.7175	SEC16B	169.8087
SEC1	5.6928	removed	removed
SEC22A	346.3855	SEC22A	222.3371
SEC22B	1717.8715	SEC22B	773.5264
SEC22C	858.0991	SEC22C	361.9442
SEC23A	2115.1272	SEC23A	4231.6443
SEC23B	2425.3681	SEC23B	211.9959
SEC23IP	1680.3882	SEC23IP	1003.1024
SEC24A	1519.0763	SEC24A	497.4147
SEC24B	1055.8902	SEC24B	1832.9886
SEC24C	2661.6466	SEC24C	2100.3102
SEC24D	2171.0174	SEC24D	431.2306
SEC31A	4524.1432	SEC31A	3700.6205
SEC31B	231.0877	SEC31B	449.8656
SEC61A1	11868.0154	SEC61A1	2796.6081
SEC61A2	133.7249	SEC61A2	220.5274
SEC61B	1592.3695	SEC61B	328.8521
SEC61G	940.4284	SEC61G	597.7249
SEC62	4385.2075	SEC62	2871.7684
SEC63	3824.9665	SEC63	1215.6153
SECISBP2L	1946.7871	SECISBP2L	1891.9338
SECISBP2	2242.3025	SECISBP2	925.5429
SECTM1	168.34	SECTM1	25.8532
SEH1L	766.3989	SEH1L	755.4292
SEL1L3	351.071	SEL1L3	265.2534
SEL1L	4574.9665	SEL1L	2699.5863
SELENBP1	5692.4364	SELENBP1	1775.0776
SELE	1820.6158	SELE	960.1861
SELK	405.2878	SELK	1316.4426
SELL	533.8019	SELL	74.9741
SELM	2912.9853	SELM	365.0465
SELO	156.9612	SELO	237.332
SELPLG	1301.2048	SELPLG	91.5202
SELP	91.3655	SELP	156.6701
SELS	592.0348	SELS	736.2978
SELT	2678.7149	SELT	1637.5388
SEMA3A	125.8367	SEMA3A	9.8242
SEMA3B	236.2784	SEMA3B	324.1986
SEMA3C	3927.7108	SEMA3C	3682.5233
SEMA3D	346.0509	SEMA3D	57.9111
SEMA3E	934.4043	removed	removed
SEMA3F	1848.7282	SEMA3F	238.3661
SEMA3G	337.6841	SEMA3G	481.3857
SEMA4A	796.8541	SEMA4A	62.5646
SEMA4B	4634.5382	SEMA4B	138.5729
SEMA4C	1651.9411	SEMA4C	361.9442
SEMA4D	685.4083	SEMA4D	3549.121
SEMA4F	319.6118	SEMA4F	102.3785
SEMA4G	299.0964	SEMA4G	29.6691
SEMA5A	944.1098	SEMA5A	480.8687
SEMA5B	60.5756	SEMA5B	48.0869
SEMA6A	297.8581	SEMA6A	637.0217
SEMA6B	213.8554	SEMA6B	207.8594
SEMA6C	297.8581	SEMA6C	14187.1768
SEMA6D	453.4806	SEMA6D	1099.7932
SEMA7A	117.4699	SEMA7A	39.8139
SENP1	456.4926	SENP1	266.2875
SENP2	1372.1553	SENP2	1319.0279
SENP3	692.3025	SENP3	637.456
SENP5	1097.7242	SENP5	692.3475
SENP6	2080.3213	SENP6	1816.9597
SENP7	328.6479	SENP7	494.3123
SENP8	62.5837	SENP8	187.6939
SEP15	2354.4177	SEP15	1342.2958
SEPHS1	704.4846	SEPHS1	827.3009
SEPHS2	5968.2062	SEPHS2	1250.7756
SEPN1	2527.1084	SEPN1	2281.2823
SEPP1	5593.6379	SEPP1	7032.4302
SEPSECS	264.7256	SEPSECS	292.6577
SEPT10	769.7456	SEPT10	1369.7001
SEPT11	5020.415	SEPT11	1116.3392
SEPT1	74.2972	SEPT1	18.6143
SEPT2	9421.6867	SEPT2	6483.454
SEPT3	197.7912	removed	removed
SEPT4	337.0147	SEPT4	221.8201
SEPT5	620.8166	SEPT5	284.9018
SEPT6	613.1191	SEPT6	275.0776
SEPT7P2	167.0013	SEPT7P2	101.3444
SEPT7	4035.1406	SEPT7	3554.8087
SEPT8	2529.7189	SEPT8	559.8862
SEPT9	2863.1191	SEPT9	2665.9772
SEPW1	2596.0509	SEPW1	16814.3744
SEPX1	433.4003	SEPX1	1249.7415
SERAC1	192.4364	SERAC1	385.212
SERBP1	2983.6011	SERBP1	14730.0931
SERF1A	634.2035	SERF1A	928.1282
SERF2	10066.1278	SERF2	5714.3847
SERGEF	325.3012	SERGEF	324.1986
SERHL2	139.4378	SERHL2	16.4064
SERHL	119.4779	SERHL	51.1892
SERINC1	9110.7764	SERINC1	9617.3733
SERINC2	1037.1486	SERINC2	970.5274
SERINC3	4292.838	SERINC3	2193.8987
SERINC4	6.2918	SERINC4	5.3671
SERINC5	342.0348	SERINC5	68.2523
SERP1	5361.7671	SERP1	679.7777
SERP2	136.8809	SERP2	33.092
SERPINA11	249.6653	removed	removed
SERPINA12	5.0201	removed	removed
SERPINA1	2379.5181	SERPINA1	40.3309
SERPINA3	2462.5167	SERPINA3	91.0031
SERPINA5	1142.2356	SERPINA5	599.2761
SERPINA6	41.834	removed	removed
SERPINB1	940.0937	SERPINB1	849.0176
SERPINB2	25.4351	SERPINB2	5.1706
SERPINB5	18.407	removed	removed
SERPINB6	1359.7724	SERPINB6	2311.789
SERPINB7	51.8742	removed	removed
SERPINB8	213.8554	SERPINB8	83.2472
SERPINB9	435.4083	SERPINB9	160.2896
SERPINC1	11.7135	removed	removed
SERPINE1	2871.8206	SERPINE1	966.3909
SERPINE2	825.3012	SERPINE2	438.4695
SERPINF1	4524.0964	SERPINF1	12546.5357
SERPINF2	38.4873	SERPINF2	6.7218
SERPING1	6640.8969	SERPING1	3224.4054
SERPINH1	4627.51	SERPINH1	1910.031
SERPINI1	3092.7041	SERPINI1	116.8563
SERTAD1	382.1954	SERTAD1	894.5191
SERTAD2	1024.0964	SERTAD2	1126.6805
SERTAD3	1028.4471	SERTAD3	829.8862
SERTAD4	742.9719	SERTAD4	40.3309
SESN1	536.1446	SESN1	5595.1396
SESN2	251.004	SESN2	322.1303
SESN3	207.162	SESN3	194.4157
SESTD1	5830.3213	SESTD1	649.9483
SETBP1	1001.004	SETBP1	1980.8687
SETD1A	1199.7992	SETD1A	772.4922
SETD1B	862.1151	SETD1B	652.0165
SETD2	1715.1941	SETD2	2299.3795
SETD3	1509.3708	SETD3	5217.1665
SETD4	305.5556	SETD4	200.1034
SETD5	2114.4578	SETD5	1564.6329
SETD6	210.2979	SETD6	282.3681
SETD7	2399.5984	SETD7	12005.1706
SETD8	376.1714	SETD8	593.0714
SETDB1	806.5596	SETDB1	686.6598
SETDB2	311.9143	SETDB2	238.3661
SETMAR	202.8112	SETMAR	398.1386
SETX	2823.6278	SETX	2413.6505
SET	6046.8541	SET	4175.8014
SEZ6L2	1934.0696	SEZ6L2	22.2337
SEZ6L	6.6934	removed	removed
SF1	4088.0187	SF1	4214.5812
SF3A1	2663.6044	SF3A1	2538.2472
SF3A2	820.9505	SF3A2	586.8666
SF3A3	1201.8072	SF3A3	989.6587
SF3B14	661.6466	SF3B14	792.6577
SF3B1	7297.1888	SF3B1	7421.4064
SF3B2	3778.7818	SF3B2	2295.243
SF3B3	2110.1071	SF3B3	2527.9214
SF3B4	1737.6171	SF3B4	547.5698
SF3B5	888.2195	SF3B5	1240.9514
SF4	479.9197	SF4	585.8325
SFI1	520.415	SFI1	34.1262
SFMBT1	314.9264	SFMBT1	623.061
SFMBT2	192.1017	SFMBT2	54.8087
SFN	213.0489	removed	removed
SFPQ	3292.8916	SFPQ	2103.2161
SFRP1	348.0589	SFRP1	255.9462
SFRP2	35330.656	SFRP2	794.726
SFRP4	10713.8554	SFRP4	4767.8387
SFRS11	2132.8648	SFRS11	1260.0827
SFRS12IP1	608.4337	SFRS12IP1	522.2337
SFRS12	1297.8581	SFRS12	860.91
SFRS13A	1336.0107	SFRS13A	988.1075
SFRS13B	15.0602	SFRS13B	9.8242
SFRS14	977.2657	SFRS14	1783.9142
SFRS15	859.4378	SFRS15	714.5812
SFRS16	397.5904	SFRS16	208.8935
SFRS17A	613.7885	SFRS17A	385.212
SFRS18	1630.8568	SFRS18	1541.8821
SFRS1	3604.4177	SFRS1	3029.9897
SFRS2B	885.2075	SFRS2B	898.6556
SFRS2IP	2422.0214	SFRS2IP	2645.2947
SFRS2	2409.5013	SFRS2	2082.8025
SFRS3	3918.0054	SFRS3	3177.3526
SFRS4	1228.2463	SFRS4	1479.3175
SFRS5	4428.3802	SFRS5	2704.757
SFRS6	3611.1111	SFRS6	1966.908
SFRS7	1418.0054	SFRS7	1177.3526
SFRS8	658.6345	SFRS8	553.2575
SFRS9	1352.4096	SFRS9	451.3961
SFT2D1	318.6078	SFT2D1	229.0589
SFT2D2	41.1312	SFT2D2	35.1603
SFT2D3	284.8059	SFT2D3	239.4002
SFTPA2	26.7738	removed	removed
SFTPD	12.0482	removed	removed
SFXN1	841.7001	SFXN1	333.5057
SFXN2	231.593	SFXN2	14.9948
SFXN3	2046.1847	SFXN3	369.183
SFXN4	652.9451	SFXN4	968.9762
SFXN5	371.4859	SFXN5	217.6836
SGCA	14.0562	SGCA	6219.7518
SGCB	655.9572	SGCB	7420.3723
SGCD	2025.4351	SGCD	6433.2989
SGCE	450.8032	SGCE	577.5595
removed	removed	SGCG	3125.1293
SGEF	317.2691	SGEF	80.6618
SGIP1	102.4096	SGIP1	32.575
SGK196	59.9063	SGK196	52.7404
SGK1	1997.992	SGK1	3112.7198
SGK223	1171.0174	SGK223	637.5388
SGK269	2629.5181	SGK269	1529.9897
SGK3	1438.7651	SGK3	202.1717
SGK494	99.3976	SGK494	14.4778
SGMS1	389.8929	SGMS1	549.121
SGMS2	962.1821	SGMS2	369.7001
SGOL2	51.2048	SGOL2	36.7115
SGPL1	1257.0281	SGPL1	674.2503
SGPP1	357.7644	SGPP1	233.1954
SGPP2	236.2784	removed	removed
SGSH	551.2048	SGSH	329.3692
SGSM1	27.4431	SGSM1	18.6143
SGSM2	1845.3815	SGSM2	720.7859
SGSM3	1522.7577	SGSM3	874.8707
SGTA	1370.8166	SGTA	2411.5822
SGTB	200.743	SGTB	306.334
SH2B1	1110.7764	SH2B1	883.1437
SH2B2	10.7095	SH2B2	612.2027
SH2B3	1459.8394	SH2B3	872.8025
SH2D1A	26.4391	SH2D1A	58.4281
removed	removed	SH2D1B	39.2968
SH2D2A	21.419	removed	removed
SH2D3A	184.4043	SH2D3A	10.8583
SH2D3C	519.7456	SH2D3C	420.8893
SH2D4A	1198.7952	SH2D4A	32.575
SH3BGRL2	230.589	SH3BGRL2	385.7291
SH3BGRL3	2495.6493	SH3BGRL3	868.1489
SH3BGRL	19329.9699	SH3BGRL	867.6319
SH3BGR	63.253	SH3BGR	7108.5832
SH3BP1	270.3347	SH3BP1	28.4281
SH3BP2	1119.4779	SH3BP2	623.5781
SH3BP4	5264.3909	SH3BP4	311.789
SH3BP5L	813.9224	SH3BP5L	1160.2896
SH3BP5	904.1299	SH3BP5	883.9969
SH3D19	1311.245	SH3D19	2036.7115
SH3D20	10.3748	removed	removed
SH3GL1	1597.7242	SH3GL1	478.2834
SH3GL2	26.1044	removed	removed
SH3GLB1	2777.1084	SH3GLB1	10559.9793
SH3GLB2	2420.3481	SH3GLB2	711.4788
SH3KBP1	1010.7095	SH3KBP1	618.9245
SH3PXD2A	3031.7938	SH3PXD2A	3039.2968
SH3PXD2B	1883.5341	SH3PXD2B	436.9183
SH3RF1	1639.2236	SH3RF1	629.2658
SH3RF2	22.0884	SH3RF2	436.4012
SH3RF3	236.6131	SH3RF3	372.2854
SH3TC1	341.7001	SH3TC1	122.0269
SH3TC2	195.1138	SH3TC2	47.0527
SH3YL1	329.3173	SH3YL1	169.0796
SHANK1	18.7416	removed	removed
SHANK2	1524.4311	removed	removed
SHANK3	671.3521	SHANK3	649.9483
SHARPIN	617.1352	SHARPIN	990.6929
removed	removed	SHBG	7.7559
